Chemoeffectors,Response,SMILES,Iso_SMILES,RDKit_Mol,MaxAbsEStateIndex,MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAmideBonds,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumAtomStereoCenters,NumBridgeheadAtoms,NumHAcceptors,NumHDonors,NumHeteroatoms,NumHeterocycles,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,NumSpiroAtoms,NumUnspecifiedAtomStereoCenters,Phi,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
methyl-Beta-D-galactoside,attractant,COC1C(C(C(C(O1)CO)O)O)O,CO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D958C0>,9.279537037037038,9.279537037037038,0.43967592592592575,-1.3649537037037043,0.38550136316003214,46.38461538461539,194.18300000000002,180.07099999999997,194.079038168,78,0,0.18580224484521035,-0.3935665151082742,0.3935665151082742,0.18580224484521035,1.1538461538461537,1.7692307692307692,2.230769230769231,16.69964111313602,9.993892879311339,2.429132114780867,-2.384598116590009,2.204775417093146,-2.5843022542124316,4.880349821318014,-0.2939106805239376,2.1506064729462735,2.6593904796922727,130.11730005192325,10.008071689507773,7.1992090900622365,7.1992090900622365,6.112590865130759,3.9477611307059286,3.9477611307059286,2.9329789322990503,2.9329789322990503,2.080757310568578,2.080757310568578,1.2622209286644492,1.2622209286644492,-0.24000000000000002,791.4231820442286,10.838369905956114,4.316641100560019,1.9843308505934765,75.32709802847776,29.89983548696292,24.41586555099321,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109797541277533,6.606881964512918,29.89983548696292,0.0,0.0,0.0,0.0,30.70589228032842,13.716679505790452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.84868136548168,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,99.38000000000001,37.312774244841336,15.319582184522117,0.0,0.0,0.0,0.0,7.109797541277533,0.0,0.0,0.0,14.580253302440804,9.647222222222222,0.0,0.0,36.57377456538171,0.0,0.0,0.0,-5.913009259259261,-0.43967592592592575,1.2983550642479216,1.0,13,4,6,0,1,1,0,0,0,0,5,0,6,4,6,1,2,0,1,1,0,0,3.598873307624845,1,-2.5672999999999986,40.77620000000001,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
methyl-alpha-D-mannoside,none,COC1C(C(C(C(O1)CO)O)O)O,CO[C@@H]1[C@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95930>,9.279537037037038,9.279537037037038,0.43967592592592575,-1.3649537037037043,0.38550136316003214,46.38461538461539,194.18300000000002,180.07099999999997,194.079038168,78,0,0.18580224484521035,-0.3935665151082742,0.3935665151082742,0.18580224484521035,1.1538461538461537,1.7692307692307692,2.230769230769231,16.69964111313602,9.993892879311339,2.429132114780867,-2.384598116590009,2.204775417093146,-2.5843022542124316,4.880349821318014,-0.2939106805239376,2.1506064729462735,2.6593904796922727,130.11730005192325,10.008071689507773,7.1992090900622365,7.1992090900622365,6.112590865130759,3.9477611307059286,3.9477611307059286,2.9329789322990503,2.9329789322990503,2.080757310568578,2.080757310568578,1.2622209286644492,1.2622209286644492,-0.24000000000000002,791.4231820442286,10.838369905956114,4.316641100560019,1.9843308505934765,75.32709802847776,29.89983548696292,24.41586555099321,6.290026729335213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.109797541277533,6.606881964512918,29.89983548696292,0.0,0.0,0.0,0.0,30.70589228032842,13.716679505790452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.84868136548168,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,99.38000000000001,37.312774244841336,15.319582184522117,0.0,0.0,0.0,0.0,7.109797541277533,0.0,0.0,0.0,14.580253302440804,9.647222222222222,0.0,0.0,36.57377456538171,0.0,0.0,0.0,-5.913009259259261,-0.43967592592592575,1.2983550642479216,1.0,13,4,6,0,1,1,0,0,0,0,5,0,6,4,6,1,2,0,1,1,0,0,3.598873307624845,1,-2.5672999999999986,40.77620000000001,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
glucoheptose,none,C(C(C(C(C(C(C=O)O)O)O)O)O)O,C([C@H]([C@H]([C@@H]([C@H]([C@H](C=O)O)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D959A0>,9.998110748929202,9.998110748929202,0.021891534391534684,-1.9191203703703705,0.24539471376580366,22.142857142857142,210.182,196.06999999999996,210.073952788,84,0,0.15075483153635283,-0.393579134952333,0.393579134952333,0.15075483153635283,0.9285714285714286,1.4285714285714286,1.7857142857142858,16.3984624152864,10.000560213784597,2.3318851296637537,-2.2587900859286423,2.067454074268855,-2.4984946989627406,5.562380052110469,-0.14733053169965116,2.229636077869682,4.28978166597642,159.42124551085624,11.300964908321223,7.262738259787915,7.262738259787915,6.450794822582285,3.9178394322786887,3.9178394322786887,2.848374540972956,2.848374540972956,1.7704404904121858,1.7704404904121858,0.8201434468677645,0.8201434468677645,-0.57,909.6915197708303,13.43,6.015731754887756,3.2935878057314896,79.85582832742904,35.43370155311605,30.51983193874151,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,35.43370155311605,6.286160523129555,0.0,0.0,0.0,30.51983193874151,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.05203879542822,4.794537184071822,0.0,0.0,0.0,0.0,0.0,0.0,138.45000000000002,37.126713903254426,4.794537184071822,0.0,6.286160523129555,0.0,0.0,0.0,0.0,0.0,0.0,30.63916436904423,0.0,0.0,9.998110748929202,53.193245307382206,0.0,0.0,0.0,-9.207359221466366,-0.8173301681783824,0.0,0.8571428571428571,14,6,7,0,0,0,0,0,0,0,5,0,7,6,7,0,6,0,0,0,0,0,5.770805533438754,0,-4.017899999999998,43.183800000000005,0,6,6,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sedoheptulosan,none,C1C2C(C(C(C(O1)(O2)CO)O)O)O,C1[C@@H]2[C@H]([C@H]([C@@H]([C@](O1)(O2)CO)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95A10>,9.465046296296297,9.465046296296297,0.06532407407407437,-1.552268518518518,0.35762293491159486,55.38461538461539,192.167,180.07099999999997,192.063388104,76,0,0.221188511379595,-0.3906515051672878,0.3906515051672878,0.221188511379595,1.2307692307692308,1.9230769230769231,2.5384615384615383,16.76886811261305,9.951461978034166,2.583686671380438,-2.3937518543205734,2.360081360630964,-2.6150262472874193,5.002629561611352,-0.30486016088199264,2.554565099465947,2.2543547097548786,196.21499122004104,9.637828201504693,6.8289656020591565,6.8289656020591565,6.104989476057787,4.0739269363644635,4.0739269363644635,3.363278094775909,3.363278094775909,2.568120942521105,2.568120942521105,1.7141649073808158,1.7141649073808158,-0.24000000000000002,1261.9551591361778,9.320269064359115,2.8755047037197228,1.1105700816577733,74.32126687494853,29.89983548696292,31.02274751550613,0.0,5.7871111525705965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.606881964512918,29.89983548696292,0.0,0.0,0.0,0.0,30.202976703563806,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.84285021195245,9.473725907600098,0.0,0.0,0.0,0.0,0.0,0.0,99.38000000000001,36.80985866807672,15.319582184522117,0.0,6.606881964512918,0.0,0.0,0.0,0.0,0.0,0.0,14.580253302440804,10.121296296296297,0.0,0.0,37.105069444444446,0.0,-1.552268518518518,0.0,-4.6089120370370384,-0.4818518518518511,0.0,1.0,13,4,6,0,2,2,0,0,0,0,5,2,6,4,6,2,1,0,2,2,0,0,2.0615751949613887,2,-2.8132999999999986,38.662200000000006,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cellobiose,attractant,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95A80>,9.942733134920635,9.942733134920635,0.6673665175946919,-1.7390736541530198,0.24325846760776557,51.65217391304348,342.297,320.12100000000004,342.11621152399994,136,0,0.18673230356925163,-0.39356651509080415,0.39356651509080415,0.18673230356925163,0.6521739130434783,1.2608695652173914,1.826086956521739,16.726699994169373,9.9687344272819,2.495447746805135,-2.4473039150710996,2.279124059579375,-2.6399622523825825,4.931277215713143,-0.3547683339369307,2.545285003366989,2.1148619024818234,355.0498111861477,17.309036597829,11.99016988966061,11.99016988966061,10.810968167888424,7.079025680484133,7.079025680484133,5.526831882757003,5.526831882757003,3.978972609908436,3.978972609908436,2.569694053420148,2.569694053420148,-0.43999999999999995,108711.66777880747,18.89235232228663,7.630403592249655,3.6467229106733217,130.43645768522254,55.06280802012578,48.83173110198641,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.06280802012578,0.0,0.0,0.0,0.0,61.41178456065684,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840836,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,35.745691763884935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31711625624085,15.261925941672967,0.0,0.0,76.48660504325187,0.0,0.0,0.0,-15.570181379650629,-1.3450162719408745,0.0,1.0,23,8,11,0,2,2,0,0,0,0,10,0,11,8,11,2,4,0,2,2,0,1,6.267664044609653,2,-5.397199999999994,68.61940000000003,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
lactose,attractant,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95AF0>,9.942733134920635,9.942733134920635,0.6673665175946919,-1.7390736541530198,0.24325846760776557,51.65217391304348,342.297,320.12100000000004,342.11621152399994,136,0,0.18673230356925163,-0.39356651509080415,0.39356651509080415,0.18673230356925163,0.6521739130434783,1.2608695652173914,1.826086956521739,16.726699994169373,9.9687344272819,2.495447746805135,-2.4473039150710996,2.279124059579375,-2.6399622523825825,4.931277215713143,-0.3547683339369307,2.545285003366989,2.1148619024818234,355.0498111861477,17.309036597829,11.99016988966061,11.99016988966061,10.810968167888424,7.079025680484133,7.079025680484133,5.526831882757003,5.526831882757003,3.978972609908436,3.978972609908436,2.569694053420148,2.569694053420148,-0.43999999999999995,108711.66777880747,18.89235232228663,7.630403592249655,3.6467229106733217,130.43645768522254,55.06280802012578,48.83173110198641,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.06280802012578,0.0,0.0,0.0,0.0,61.41178456065684,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840836,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,35.745691763884935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31711625624085,15.261925941672967,0.0,0.0,76.48660504325187,0.0,0.0,0.0,-15.570181379650629,-1.3450162719408745,0.0,1.0,23,8,11,0,2,2,0,0,0,0,10,0,11,8,11,2,4,0,2,2,0,1,6.267664044609653,2,-5.397199999999994,68.61940000000003,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
maltose,attractant,C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95B60>,9.942733134920635,9.942733134920635,0.6673665175946919,-1.7390736541530198,0.24325846760776557,51.65217391304348,342.297,320.12100000000004,342.11621152399994,136,0,0.18673230356925163,-0.39356651509080415,0.39356651509080415,0.18673230356925163,0.6521739130434783,1.2608695652173914,1.826086956521739,16.726699994169373,9.9687344272819,2.495447746805135,-2.4473039150710996,2.279124059579375,-2.6399622523825825,4.931277215713143,-0.3547683339369307,2.545285003366989,2.1148619024818234,355.0498111861477,17.309036597829,11.99016988966061,11.99016988966061,10.810968167888424,7.079025680484133,7.079025680484133,5.526831882757003,5.526831882757003,3.978972609908436,3.978972609908436,2.569694053420148,2.569694053420148,-0.43999999999999995,108711.66777880747,18.89235232228663,7.630403592249655,3.6467229106733217,130.43645768522254,55.06280802012578,48.83173110198641,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.06280802012578,0.0,0.0,0.0,0.0,61.41178456065684,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840836,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,35.745691763884935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31711625624085,15.261925941672967,0.0,0.0,76.48660504325187,0.0,0.0,0.0,-15.570181379650629,-1.3450162719408745,0.0,1.0,23,8,11,0,2,2,0,0,0,0,10,0,11,8,11,2,4,0,2,2,0,1,6.267664044609653,2,-5.397199999999994,68.61940000000003,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
melibiose,attractant,C(C1C(C(C(C(O1)OCC2C(C(C(C(O2)O)O)O)O)O)O)O)O,C([C@@H]1[C@@H]([C@@H]([C@H]([C@H](O1)OC[C@@H]2[C@H]([C@@H]([C@H](C(O2)O)O)O)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95BD0>,9.778871672125641,9.778871672125641,0.4675623582766437,-1.7390736541530194,0.24325846760776557,51.65217391304348,342.297,320.12100000000004,342.11621152399994,136,0,0.1862643241939477,-0.3935665150995826,0.3935665150995826,0.1862643241939477,0.6521739130434783,1.2173913043478262,1.826086956521739,16.716127537610053,9.983068550883814,2.4627712736963314,-2.4144650923870903,2.2427920496285,-2.6102340822419148,4.907067786705908,-0.3254725782289703,2.539989454050827,1.9398102917255937,357.0498111861477,17.309036597829,11.99016988966061,11.99016988966061,10.772963365427639,7.073969678413754,7.073969678413754,5.567485136791389,5.567485136791389,3.9603220354868607,3.9603220354868607,2.4633653983706583,2.4633653983706583,-0.43999999999999995,105996.29990699506,18.89235232228663,7.630403592249655,3.805051280688701,130.43645768522254,55.06280802012578,48.83173110198641,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.06280802012578,0.0,0.0,0.0,0.0,61.41178456065684,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840836,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,35.745691763884935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.31711625624085,15.113126653439153,0.0,0.0,76.10943527320376,0.0,0.0,0.0,-15.293670980010718,-1.0955576132988647,0.0,1.0,23,8,11,0,2,2,0,0,0,0,10,0,11,8,11,2,4,0,2,2,0,1,6.267664044609653,2,-5.397199999999994,68.61940000000003,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sucrose,none,C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95C40>,9.997825727513227,9.997825727513227,0.6686328157806329,-2.221747921390779,0.2378914345193498,51.130434782608695,342.297,320.12100000000004,342.11621152399994,136,0,0.2235503336827939,-0.39356651499978823,0.39356651499978823,0.2235503336827939,0.782608695652174,1.391304347826087,1.8695652173913044,16.807204796694247,9.986667178387355,2.578267455954764,-2.4276751930714053,2.3533696597192533,-2.622781479669639,4.979620874881743,-0.3832163366504197,2.8005781288655607,2.177269658127326,370.23460010384656,17.361442840636293,12.042576132467905,12.042576132467905,10.806896738665586,7.049460184948061,7.049460184948061,5.5593833620183375,5.5593833620183375,4.070325339078977,4.070325339078977,2.6313159666862105,2.6313159666862105,-0.43999999999999995,120494.87399444074,18.89235232228663,7.207281294562587,3.2268020699807716,130.43645768522256,55.06280802012578,49.33464667875103,6.290026729335213,5.7871111525705965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.06280802012578,0.0,0.0,0.0,0.0,54.804902596143926,19.820645893538753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840836,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,30.63916436904423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.423643651081555,15.446321097883597,0.0,0.0,76.66677810321659,0.0,-2.221747921390779,0.0,-12.652261642311249,-2.322422970731502,0.0,1.0,23,8,11,0,2,2,0,0,0,0,9,0,11,8,11,2,5,0,2,2,0,0,5.92010858707402,2,-5.395599999999995,68.64140000000003,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
trehalose,attractant,C(C1C(C(C(C(O1)OC2C(C(C(C(O2)CO)O)O)O)O)O)O)O,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O,<rdkit.Chem.rdchem.Mol object at 0x000002B6C1D95CB0>,9.838983134920635,9.838983134920635,0.6671744824472992,-1.7220653817082392,0.24325846760776557,51.65217391304348,342.297,320.12100000000004,342.11621152399994,136,0,0.1893215260167713,-0.39356651500903517,0.39356651500903517,0.1893215260167713,0.5652173913043478,0.9130434782608695,1.2173913043478262,16.785047883929312,9.979275402439406,2.489785338473034,-2.440687033033055,2.2735836716398525,-2.6330228346088598,4.9173832923042635,-0.37601844612798846,2.5498514745687513,2.0707279623170476,321.0498111861476,17.309036597829,11.99016988966061,11.99016988966061,10.810968167888424,7.079025680484133,7.079025680484133,5.530636107295026,5.530636107295026,3.9651449558061613,3.9651449558061613,2.4918159028459015,2.4918159028459015,-0.43999999999999995,109799.154346405,18.89235232228663,7.630403592249655,3.6467229106733217,130.43645768522254,55.06280802012578,48.83173110198641,12.580053458670426,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.213763929025836,55.06280802012578,0.0,0.0,0.0,0.0,61.41178456065684,13.213763929025836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.47776764840836,14.210588861400147,0.0,0.0,0.0,0.0,0.0,0.0,189.52999999999997,74.62554848968267,30.63916436904423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.423643651081555,15.314740173847317,0.0,0.0,76.44390993743175,0.0,0.0,0.0,-15.590967813051149,-1.3343489648945992,0.0,1.0,23,8,11,0,2,2,0,0,0,0,10,0,11,8,11,2,4,0,2,2,0,0,6.267664044609653,2,-5.3971999999999944,68.61940000000003,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
